epoch,train_loss,val_loss,train_mae,val_mae,lr,loss
1,0.3884086585044861,0.33992278774579365,0.7691640591621399,0.7083959706624349,0.0009939057285945933,smooth_l1
2,0.25353948593139647,0.15588985443115233,0.587928113937378,0.42669888854026794,0.0009757729755661012,smooth_l1
3,0.14575877159833908,0.12926690171162286,0.395753333568573,0.3690082859992981,0.0009460482294732422,smooth_l1
4,0.1298043152689934,0.12031513174374898,0.3673211932182312,0.35136298576990765,0.0009054634122155991,smooth_l1
5,0.12244907945394516,0.11380873660246531,0.3529862189292908,0.3376492162545522,0.0008550178566873411,smooth_l1
6,0.11648797631263733,0.10824825455745062,0.3404415476322174,0.3279549551010132,0.0007959536998847743,smooth_l1
7,0.11140074491500855,0.10349855095148086,0.3305027616024017,0.31847967783610026,0.0007297252973710758,smooth_l1
8,0.10698980778455734,0.09933925251166026,0.3224414658546448,0.3091614600022634,0.0006579634122155991,smooth_l1
9,0.10316048949956894,0.09581485569477081,0.3139412271976471,0.3015776820977529,0.0005824350601949144,smooth_l1
10,0.0998557260632515,0.09279635280370713,0.30812272787094114,0.2951314004262288,0.0005050000000000001,smooth_l1
11,0.09704337745904923,0.09022464672724406,0.3019224119186401,0.289776744445165,0.000427564939805086,smooth_l1
12,0.09468841046094895,0.0881146377325058,0.2969337046146393,0.28653402884801227,0.0003520365877844012,smooth_l1
13,0.09273405641317367,0.08641433805227279,0.2930378830432892,0.2821203835805257,0.00028027470262892445,smooth_l1
14,0.09121134728193284,0.08510668903589248,0.29011945843696596,0.27932722330093385,0.0002140463001152259,smooth_l1
15,0.0900477197766304,0.0841276083389918,0.2877775824069977,0.27738489468892413,0.00015498214331265904,smooth_l1
16,0.08918804138898849,0.08343236982822418,0.2854546511173248,0.2760428937276204,0.00010453658778440108,smooth_l1
17,0.08858548045158386,0.08296856870253881,0.2847280764579773,0.27512319525082907,6.395177052675796e-05,smooth_l1
18,0.08819649249315262,0.08268067101637522,0.2837091112136841,0.27433485905329386,3.422702443389901e-05,smooth_l1
19,0.08796708434820175,0.0825293047229449,0.28324705600738526,0.2741157078742981,1.6094271405406862e-05,smooth_l1
20,0.08785029202699661,0.08245613028605779,0.2830420231819153,0.27395586331685384,1e-05,smooth_l1
