epoch,train_loss,val_loss,train_mae,val_mae,lr,loss
1,0.037249501645565036,0.032885432491699854,0.18394621729850769,0.1721634531021118,0.0007951368945350795,smooth_l1
2,0.03631244190037251,0.03237911388278007,0.18159888923168183,0.16957235892613728,0.0007806673239365858,smooth_l1
3,0.03572043851017952,0.031599990079800286,0.17943089723587036,0.167009872396787,0.0007569475770544053,smooth_l1
4,0.034310005232691766,0.030436369727055233,0.17572279930114745,0.16403339167435965,0.0007245617127781043,smooth_l1
5,0.03298882149159908,0.029733196745316187,0.17170218884944916,0.16377284785111745,0.0006843071785686863,smooth_l1
6,0.032231997475028036,0.02934365803996722,0.16933668732643128,0.16063610990842184,0.0006371751746555269,smooth_l1
7,0.032104464769363406,0.02969364918768406,0.16920955061912538,0.16512048304080962,0.000584326247397121,smooth_l1
8,0.03154298953711986,0.028685608555873234,0.16717571079730986,0.15960481544335683,0.0005270617127781043,smooth_l1
9,0.03132517620921135,0.028710542346040407,0.16646530628204345,0.16017538845539092,0.00046679161369089133,smooth_l1
10,0.0310482344776392,0.02838545113801956,0.1656053191423416,0.15852269927660625,0.0004050000000000001,smooth_l1
11,0.03096460275352001,0.028635812625288963,0.1655280578136444,0.15875108043352762,0.000343208386309109,smooth_l1
12,0.030687321498990058,0.028205362061659495,0.16453390300273896,0.1575632154941559,0.0002829382872218959,smooth_l1
13,0.030652324184775353,0.028751454974214236,0.16438438177108763,0.16153942207495373,0.00022567375260287907,smooth_l1
14,0.03044892683625221,0.028115865712364515,0.16395488560199736,0.15924597104390462,0.00017282482534447318,smooth_l1
15,0.0302551544457674,0.027830365151166915,0.1632195907831192,0.15667446255683898,0.00012569282143131379,smooth_l1
16,0.030069567039608957,0.027732659777005512,0.1626949727535248,0.15691938877105713,8.543828722189582e-05,smooth_l1
17,0.030022491067647934,0.027824773266911507,0.16236863136291504,0.15769177317619323,5.305242294559474e-05,smooth_l1
18,0.029985764026641847,0.02762749361495177,0.16246871650218964,0.15616217891375223,2.933267606341436e-05,smooth_l1
19,0.02986580826342106,0.02763260029256344,0.16184281051158905,0.15643742223580678,1.4863105464920627e-05,smooth_l1
20,0.02984002783894539,0.027610033502181372,0.16193637013435364,0.15621440092722574,1e-05,smooth_l1
