epoch,train_loss,val_loss,train_mae,val_mae,lr,loss
1,0.14293082803487778,0.09514666070540746,0.40886536359786985,0.3549813214937846,0.0009939057285945933,smooth_l1
2,0.06321491241455078,0.04510594367980957,0.26588681638240813,0.2194150580962499,0.0009757729755661012,smooth_l1
3,0.051741402745246884,0.03812159428993861,0.2346326982975006,0.19194067041079202,0.0009460482294732422,smooth_l1
4,0.04429522261023521,0.03426320667068163,0.21188421428203583,0.17950437506039937,0.0009054634122155991,smooth_l1
5,0.0426644329726696,0.033137127955754596,0.20917746126651765,0.1758452900250753,0.0008550178566873411,smooth_l1
6,0.043712671101093295,0.03480289886395137,0.2116928744316101,0.18361718694368998,0.0007959536998847743,smooth_l1
7,0.036692396700382233,0.029608016759157182,0.1886529165506363,0.16458273669083914,0.0007297252973710758,smooth_l1
8,0.038183868527412415,0.030860861713687578,0.1948132598400116,0.1697457391023636,0.0006579634122155991,smooth_l1
9,0.03906291164457798,0.03004195200900237,0.19644318878650666,0.1712335487206777,0.0005824350601949144,smooth_l1
10,0.036539784371852874,0.02994192083676656,0.18794399857521057,0.16340751965840658,0.0005050000000000001,smooth_l1
11,0.03561728306114673,0.02838154080013434,0.1844698715209961,0.15852287928263345,0.000427564939805086,smooth_l1
12,0.03309620290994644,0.028185363759597144,0.17654132425785066,0.16102372328440348,0.0003520365877844012,smooth_l1
13,0.03518889963626862,0.028295833071072897,0.18273743152618407,0.15952134211858113,0.00028027470262892445,smooth_l1
14,0.03430237352848053,0.0279649372647206,0.18066952466964722,0.15662218272686004,0.0002140463001152259,smooth_l1
15,0.03238899864256382,0.02771311973532041,0.17284000992774964,0.15622592687606812,0.00015498214331265904,smooth_l1
16,0.03400303721427918,0.027793714379270872,0.17918243408203124,0.15783467849095661,0.00010453658778440108,smooth_l1
17,0.033641770258545874,0.02779533378779888,0.17624398350715637,0.15615439275900522,6.395177052675796e-05,smooth_l1
18,0.0338838592171669,0.02767320804297924,0.17829305589199065,0.15652941385904948,3.422702443389901e-05,smooth_l1
19,0.03220520749688149,0.027599016055464744,0.17174145817756653,0.1558322956164678,1.6094271405406862e-05,smooth_l1
20,0.03195780076086521,0.02759231800834338,0.17089663207530975,0.15635368605454764,1e-05,smooth_l1
