epoch,train_loss,val_loss,train_mae,val_mae,lr,loss
1,0.04643897980451584,0.04904048214356105,0.20525555789470673,0.20885977685451507,0.0007951368945350795,smooth_l1
2,0.04544336497783661,0.04852650180459023,0.20263679265975953,0.2144540876150131,0.0007806673239365858,smooth_l1
3,0.044837835878133774,0.04737894614537557,0.201570782661438,0.20728859245777131,0.0007569475770544053,smooth_l1
4,0.043128293752670285,0.04432118435700735,0.19560057640075684,0.1989151112238566,0.0007245617127781043,smooth_l1
5,0.04112420246005058,0.042891014864047367,0.19062783658504487,0.1968789170185725,0.0006843071785686863,smooth_l1
6,0.0398821946978569,0.04258362740278244,0.18713094294071198,0.19707308073838553,0.0006371751746555269,smooth_l1
7,0.03916503250598907,0.04147344082593918,0.18597883105278015,0.19201944271723428,0.000584326247397121,smooth_l1
8,0.03864250257611275,0.04061894218126933,0.18476764023303985,0.18927302002906798,0.0005270617127781043,smooth_l1
9,0.037801351323723795,0.03932383825381597,0.1826368409395218,0.18640542368094126,0.00046679161369089133,smooth_l1
10,0.03692066520452499,0.0384681365887324,0.18079790353775024,0.18532854894797007,0.0004050000000000001,smooth_l1
11,0.0367678801715374,0.03833517834544182,0.18042039215564729,0.1847268291314443,0.000343208386309109,smooth_l1
12,0.03627230107784271,0.03777717153231303,0.17944230139255524,0.1827054129044215,0.0002829382872218959,smooth_l1
13,0.03566146194934845,0.0377120732764403,0.1774333155155182,0.1839875598748525,0.00022567375260287907,smooth_l1
14,0.03548432759940624,0.0373305049041907,0.1771930229663849,0.1808246260881424,0.00017282482534447318,smooth_l1
15,0.03532730504870415,0.03724776377280553,0.17663171529769897,0.18209536413351696,0.00012569282143131379,smooth_l1
16,0.03529516011476517,0.03792288372913996,0.17679849803447723,0.18207075575987497,8.543828722189582e-05,smooth_l1
17,0.03501318372786045,0.03708573073148727,0.17571148216724397,0.17982952316602072,5.305242294559474e-05,smooth_l1
18,0.034911250546574596,0.037000943620999656,0.17541804134845734,0.18019785066445668,2.933267606341436e-05,smooth_l1
19,0.03482577316462994,0.03687886372208595,0.17523612320423126,0.17976023574670155,1.4863105464920627e-05,smooth_l1
20,0.03478217005729675,0.0369066176811854,0.17522070109844207,0.17955665787061056,1e-05,smooth_l1
