epoch,train_loss,val_loss,train_mae,val_mae,lr,loss
1,0.14980227380990982,0.11801852802435557,0.418544682264328,0.3976336089769999,0.0009939057285945933,smooth_l1
2,0.06828939780592919,0.06481352205077807,0.2713481765985489,0.2590782543023427,0.0009757729755661012,smooth_l1
3,0.05628155529499054,0.05190559143821399,0.2426771479845047,0.22499583721160887,0.0009460482294732422,smooth_l1
4,0.05117124319076538,0.04756040732065837,0.22986250817775727,0.2152031358083089,0.0009054634122155991,smooth_l1
5,0.047859296351671216,0.0492785057425499,0.21756596088409424,0.22195301393667857,0.0008550178566873411,smooth_l1
6,0.04497590601444244,0.043683521052201586,0.21103404223918915,0.205444425145785,0.0007959536998847743,smooth_l1
7,0.046969323605299,0.04414995387196541,0.21741046965122224,0.20064346333344776,0.0007297252973710758,smooth_l1
8,0.044227036982774734,0.04195442577203115,0.2087196636199951,0.19899294316768645,0.0006579634122155991,smooth_l1
9,0.0409412544965744,0.04158721998333931,0.19713125109672547,0.1948960187037786,0.0005824350601949144,smooth_l1
10,0.04326431930065155,0.040868872801462806,0.20768989861011505,0.19001151978969574,0.0005050000000000001,smooth_l1
11,0.04262765161693096,0.04379713212450345,0.20376455426216125,0.19935663004716236,0.000427564939805086,smooth_l1
12,0.042631056308746335,0.04294465119640033,0.2033185201883316,0.19648237506548563,0.0003520365877844012,smooth_l1
13,0.040865344256162645,0.0402145745853583,0.19643789112567903,0.18905168890953064,0.00028027470262892445,smooth_l1
14,0.04104742035269737,0.03997176125645638,0.19800879180431366,0.18798046628634135,0.0002140463001152259,smooth_l1
15,0.04115407511591911,0.03997365732987722,0.1972917926311493,0.18845443069934845,0.00015498214331265904,smooth_l1
16,0.04013326048851013,0.04008455132444699,0.19275314271450042,0.18655223806699117,0.00010453658778440108,smooth_l1
17,0.039253964126110076,0.03990641787648201,0.19063682079315186,0.18632687668005626,6.395177052675796e-05,smooth_l1
18,0.04056810900568962,0.039834084510803225,0.1943477773666382,0.18664368033409118,3.422702443389901e-05,smooth_l1
19,0.03974791303277016,0.03981222410996755,0.19235842525959015,0.18657044490178426,1.6094271405406862e-05,smooth_l1
20,0.039404690414667126,0.039815896054108936,0.19018400192260743,0.1867223475376765,1e-05,smooth_l1
