epoch,train_loss,val_loss,train_mae,val_mae,lr,loss
1,0.35106741309165956,0.20008196075757345,0.7236918354034424,0.49867697834968566,0.0009939057285945933,smooth_l1
2,0.11444907963275909,0.06240879813830058,0.35024123787879946,0.2459691212574641,0.0009757729755661012,smooth_l1
3,0.051606753766536714,0.045305951883395514,0.2225101125240326,0.204528639515241,0.0009460482294732422,smooth_l1
4,0.0419392654299736,0.03949449020127455,0.19727565705776215,0.1884757794936498,0.0009054634122155991,smooth_l1
5,0.03783704437315464,0.03692268513143063,0.18603164434432984,0.18164188822110494,0.0008550178566873411,smooth_l1
6,0.03552514888346195,0.03514113813638687,0.1797079211473465,0.17618322094281513,0.0007959536998847743,smooth_l1
7,0.033867452517151835,0.0336011316627264,0.17528073251247406,0.17339212497075399,0.0007297252973710758,smooth_l1
8,0.032690830752253534,0.03282837430636088,0.17181636095046998,0.17013003945350647,0.0006579634122155991,smooth_l1
9,0.032137247398495675,0.03219406594832738,0.17003762900829314,0.16891197502613067,0.0005824350601949144,smooth_l1
10,0.031530259549617766,0.03168485477566719,0.1684543150663376,0.1675697151819865,0.0005050000000000001,smooth_l1
11,0.031078372299671173,0.03150354502101739,0.16664864242076874,0.16829690357049307,0.000427564939805086,smooth_l1
12,0.030988564789295195,0.03158782725532849,0.16694608390331267,0.1678934735059738,0.0003520365877844012,smooth_l1
13,0.03073864109814167,0.031646558319528895,0.16556030213832856,0.16640229642391205,0.00028027470262892445,smooth_l1
14,0.03042409025132656,0.03082086068888505,0.1645596033334732,0.16465864896774293,0.0002140463001152259,smooth_l1
15,0.03004150740802288,0.030670495827992757,0.16308071970939636,0.1643135283390681,0.00015498214331265904,smooth_l1
16,0.029970073774456978,0.030562002783020337,0.16319944143295287,0.16343243499596913,0.00010453658778440108,smooth_l1
17,0.02986075833439827,0.03059558041393757,0.1625328278541565,0.16516149461269378,6.395177052675796e-05,smooth_l1
18,0.029793748408555986,0.0305514844506979,0.16262382090091707,0.16336131314436594,3.422702443389901e-05,smooth_l1
19,0.029740379005670548,0.030473399013280868,0.16224232971668243,0.16368039866288503,1.6094271405406862e-05,smooth_l1
20,0.02971217066049576,0.030460084155201912,0.1622280877828598,0.1633241262038549,1e-05,smooth_l1
