epoch,train_loss,val_loss,train_mae,val_mae,lr,loss
1,0.03505959764122963,0.03347214087843895,0.17797813594341277,0.17190124034881593,0.0007951368945350795,smooth_l1
2,0.03391928188502789,0.03286957211792469,0.17321517288684846,0.17313549518585206,0.0007806673239365858,smooth_l1
3,0.032686565443873404,0.031416066313783325,0.17148938357830049,0.16546883742014568,0.0007569475770544053,smooth_l1
4,0.03177627563476562,0.03144700306157271,0.16913447380065919,0.16897798339525857,0.0007245617127781043,smooth_l1
5,0.030812875553965568,0.03018709510564804,0.1660324341058731,0.1616526464621226,0.0006843071785686863,smooth_l1
6,0.029268964380025863,0.0299813008805116,0.1611399072408676,0.16046559909979502,0.0006371751746555269,smooth_l1
7,0.029109683707356452,0.029778648043672244,0.16082517564296722,0.1605838268995285,0.000584326247397121,smooth_l1
8,0.028536771833896638,0.029887150650223095,0.15865464448928834,0.16028431554635367,0.0005270617127781043,smooth_l1
9,0.028550896793603897,0.029778898855050404,0.1588357925415039,0.1597473394870758,0.00046679161369089133,smooth_l1
10,0.028418519645929338,0.02913156360387802,0.1588303738832474,0.15939023713270822,0.0004050000000000001,smooth_l1
11,0.028313420712947845,0.029538739869991937,0.15851803600788117,0.16124354660511017,0.000343208386309109,smooth_l1
12,0.0280446932464838,0.029227836231390636,0.1576444262266159,0.1582207574446996,0.0002829382872218959,smooth_l1
13,0.027811914086341857,0.029549781655271848,0.15656247735023499,0.1599430255095164,0.00022567375260287907,smooth_l1
14,0.02751074194908142,0.02868504708011945,0.15572667360305786,0.15689655403296152,0.00017282482534447318,smooth_l1
15,0.027393856719136238,0.028665364782015482,0.15518749237060547,0.1566808929045995,0.00012569282143131379,smooth_l1
16,0.02729933023452759,0.028641036128004393,0.15505385339260103,0.1571715295314789,8.543828722189582e-05,smooth_l1
17,0.02731639511883259,0.028625868360201517,0.1551705902814865,0.15688507596651713,5.305242294559474e-05,smooth_l1
18,0.027194686383008957,0.028671897649765014,0.15466809928417205,0.1565928061803182,2.933267606341436e-05,smooth_l1
19,0.027109148278832436,0.02850390928486983,0.15437070429325103,0.15652316590150198,1.4863105464920627e-05,smooth_l1
20,0.027056212797760965,0.02849691467980544,0.15439568102359771,0.1562790995836258,1e-05,smooth_l1
