epoch,train_loss,val_loss,train_mae,val_mae,lr,loss
1,0.24679111450910568,0.08972010294596354,0.5509021961688996,0.31887679735819496,0.0009939057285945933,smooth_l1
2,0.06303760826587677,0.04975811804334323,0.2584166216850281,0.22782289743423462,0.0009757729755661012,smooth_l1
3,0.04556434378027916,0.04151751046379407,0.2160949993133545,0.2067289372285207,0.0009460482294732422,smooth_l1
4,0.04012107998132706,0.037982870986064274,0.20048609972000123,0.19240498026212058,0.0009054634122155991,smooth_l1
5,0.03763120748102665,0.03604607711235682,0.19238245725631714,0.1853758066892624,0.0008550178566873411,smooth_l1
6,0.035971729904413226,0.034862658282121026,0.18620652437210083,0.18317082285881042,0.0007959536998847743,smooth_l1
7,0.03454564109444618,0.03407487325370312,0.1817765986919403,0.17989048739274344,0.0007297252973710758,smooth_l1
8,0.03345638692378998,0.03342931218445301,0.17822863221168517,0.17575100262959797,0.0006579634122155991,smooth_l1
9,0.03280827097594738,0.03282902806997299,0.17584842264652253,0.17373708744843802,0.0005824350601949144,smooth_l1
10,0.0322409138828516,0.03253489471971989,0.17382129967212678,0.1753036053975423,0.0005050000000000001,smooth_l1
11,0.0317309046536684,0.03214605063199997,0.1719325762987137,0.17261460304260254,0.000427564939805086,smooth_l1
12,0.03134392216801643,0.03204812084635099,0.17111314117908477,0.17056261599063874,0.0003520365877844012,smooth_l1
13,0.031090951934456827,0.03147484754522641,0.1694958657026291,0.16878738800684612,0.00028027470262892445,smooth_l1
14,0.030635775551199913,0.03134585815171401,0.1679658991098404,0.16853845258553823,0.0002140463001152259,smooth_l1
15,0.03044436514377594,0.031112067252397537,0.16720520973205566,0.16777211487293242,0.00015498214331265904,smooth_l1
16,0.030253115370869638,0.03102743292848269,0.16674108743667604,0.16735589702924092,0.00010453658778440108,smooth_l1
17,0.030162369757890703,0.03101259874800841,0.1660785949230194,0.16799935638904573,6.395177052675796e-05,smooth_l1
18,0.030117168128490447,0.031029980902870496,0.1663839215040207,0.16727231562137604,3.422702443389901e-05,smooth_l1
19,0.030050342231988908,0.0308917619039615,0.16580690741539,0.16673877795537312,1.6094271405406862e-05,smooth_l1
20,0.029984628036618232,0.030889755835135778,0.1656265985965729,0.16678835570812225,1e-05,smooth_l1
